Oligo28402	6.116259546746257	0	0	0	0	1	1	0.24272999999999914	0.0
Oligo16058	3.1467599623186393	1	1	1	1	1	1	0.24801000000000079	0.06556999999999999
Oligo78358	2.477296969383227	0	1	1	0	1	0	0.46464000000000105	0.2925799999999999
Oligo10077	3.7675767364268884	0	0	1	0	0	1	0.27592000000000083	0.18919
Oligo25298	3.030309512782105	1	1	1	1	1	1	0.24299000000000046	0.15872999999999998
Oligo78292	3.183904302592677	1	1	1	1	1	1	0.3742400000000008	0.18534
Oligo49261	4.697704235517529	0	0	0	0	0	1	0.2964500000000005	0.11111
Oligo84204	5.498254069989643	0	0	0	0	1	1	0.2712700000000005	0.16667
Oligo32259	2.897016192168503	1	1	1	1	1	1	0.15850000000000034	0.22058999999999998
Oligo762	3.8385949907261754	1	1	1	1	1	1	0.2755000000000007	0.13581
Oligo32224	2.138936053847501	0	1	1	0	0	1	0.13924999999999982	0.16262
Oligo39141	1.9450153719457106	0	1	1	0	1	1	0.1869500000000001	0.07622999999999996
Oligo44447	2.4294367657809888	0	1	1	0	0	1	0.2035600000000008	0.16374000000000008
Oligo11187	1.9925050960346642	1	1	1	1	1	1	0.13036000000000014	0.08063999999999999
Oligo86130	3.1508602290831664	1	1	1	1	1	1	0.24547999999999892	0.13765000000000002
Oligo5001	3.28913250944873	1	1	1	1	1	1	0.17514000000000057	0.18519
Oligo77108	2.333357936968646	1	1	1	1	1	1	0.7286499999999999	0.8181800000000001
Oligo14365	4.712457094165186	1	1	1	1	1	1	0.24174000000000048	0.12766
Oligo44281	4.051871093417563	1	1	1	1	1	1	0.2729299999999997	0.09229
Oligo9127	1.9302312043221548	1	1	1	1	1	1	0.25115000000000054	0.30659000000000014
Oligo79211	5.9990915697965566	0	0	0	0	1	0	0.4019899999999992	0.27273000000000003
Oligo34156	3.710017646475863	0	1	1	0	0	0	0.4138700000000019	0.34615
Oligo88235	6.123935236028355	0	0	0	0	1	1	0.30544000000000066	0.0
Oligo42186	6.434374045525348	0	0	1	0	1	1	0.22491000000000072	0.42857999999999996
Oligo8025	1.4687568249456733	1	1	1	1	1	1	0.08844999999999996	0.07766000000000002
Oligo9258	5.969029415425634	0	0	1	0	0	1	0.2783900000000006	0.0
Oligo32238	2.0634105702515804	1	1	1	1	1	1	0.15461999999999962	0.05641
Oligo43305	3.2712167714779694	0	1	1	0	0	0	0.32689000000000185	0.12123
Oligo41405	2.087663989510565	0	0	1	0	1	1	0.34159999999999946	0.2533400000000002
Oligo24093	3.657717136243547	0	1	1	0	1	0	0.46392999999999984	0.2
Oligo8204	2.605309094091268	0	1	1	0	0	1	0.1975300000000007	0.21303000000000002
Oligo31323	3.085403732354044	0	0	1	0	0	1	0.23400999999999988	0.1168
Oligo25420	3.3491173537752887	0	0	0	0	0	1	0.28010999999999975	0.17213000000000003
Oligo31082	2.2490557708178636	0	1	1	0	0	0	0.3699400000000008	0.2076700000000001
Oligo24310	3.6311265507991886	0	1	1	0	0	1	0.24259000000000064	0.06976
Oligo81284	2.931769696361662	0	1	1	0	1	0	0.3458400000000011	0.3108
Oligo72178	3.5980489186000533	0	1	1	0	0	1	0.26015000000000077	0.33783
Oligo16427	3.101780079305583	1	1	1	1	1	1	0.27863999999999994	0.14371
Oligo42247	1.7032988325500118	0	1	1	0	0	0	0.3621600000000011	0.3083000000000002
Oligo25390	3.957175663599144	1	1	1	1	1	1	0.3526500000000007	0.37095
Oligo73397	2.427244970303948	1	1	1	1	1	1	0.2620900000000001	0.14284
Oligo89438	6.620027472873817	0	0	1	0	1	0	0.3996600000000008	0.2
Oligo18333	2.7311432851700417	0	0	1	0	0	1	0.2213899999999999	0.052640000000000006
Oligo85166	4.829120518224157	0	0	0	0	1	0	0.3027100000000009	0.38096
Oligo7334	4.141063268603189	1	1	1	1	1	1	0.35339999999999916	0.36000000000000004
Oligo45041	1.7034198819956041	1	1	1	1	1	1	0.07873999999999996	0.07272
Oligo76116	2.3025689546485895	1	1	1	1	1	1	0.24020000000000075	0.06924999999999998
Oligo1306	7.649106457931175	0	0	0	0	1	1	0.15208999999999953	0.0
Oligo13275	4.20323872365575	1	1	1	1	1	1	0.26399999999999973	0.0548
Oligo77228	5.949987953735054	0	0	1	0	0	0	0.4874400000000004	0.07692
Oligo34188	1.6833325588607628	0	1	1	1	1	1	0.3558800000000006	0.3605100000000001
Oligo18120	2.4780093689815943	1	1	1	1	1	1	0.17127000000000014	0.14
Oligo389	2.817111268102026	1	1	1	1	1	1	0.21918999999999925	0.09999999999999999
Oligo72343	2.608275440883725	0	1	1	0	0	1	0.28426999999999936	0.22610999999999998
Oligo73170	4.665480275217469	0	1	1	0	1	0	0.35957999999999873	0.08
Oligo12395	2.3563404282331093	0	1	1	0	0	1	0.14619999999999958	0.1154
Oligo68	4.261139394761003	1	1	1	1	1	1	0.2952100000000005	0.15453
Oligo2261	2.2541157680737203	0	1	1	0	0	1	0.23351000000000027	0.06358
Oligo42387	4.33558707817946	1	1	1	1	1	1	0.24657000000000057	0.3871
Oligo81304	4.559000494960454	0	0	1	0	0	1	0.2709199999999993	0.0
Oligo9118	4.274057467494282	1	1	1	1	1	1	0.19336999999999957	0.01042
Oligo24436	2.267370224518452	1	1	1	1	1	1	0.14328999999999983	0.11392999999999999
Oligo36369	2.6481388734134184	1	1	1	1	1	1	0.14455000000000018	0.0
Oligo7390	3.063679939189437	0	0	1	0	1	1	0.20300000000000012	0.17611999999999997
Oligo39353	2.020758768511277	1	1	1	1	1	1	0.6586299999999977	0.56165
Oligo84086	5.815204504132284	0	1	1	1	1	1	0.3523300000000017	0.0
Oligo84103	2.658473727220494	0	1	1	0	0	0	0.5483200000000021	0.25823
Oligo833	4.486566331773592	0	1	1	1	1	1	0.20650999999999933	0.57691
Oligo8162	1.897128257466473	0	1	1	0	0	1	0.03703999999999997	0.07189
Oligo38437	4.023585945941338	0	1	1	0	0	0	0.4123400000000002	0.16216
Oligo32296	1.6881064486407484	0	1	1	0	0	1	0.11526000000000024	0.10194
Oligo15272	4.244786378481318	1	1	1	1	1	1	0.2801399999999997	0.20235999999999996
Oligo28182	5.914820771487942	0	0	0	0	1	1	0.24677000000000063	0.07143
Oligo11212	0.9366060715757889	1	1	1	1	1	1	0.17599000000000026	0.1505000000000001
Oligo41291	0.9135194589344442	1	1	1	1	1	1	0.10193999999999996	0.12643999999999997
Oligo48278	3.6022957295852858	0	1	1	0	0	1	0.2234300000000005	0.0
Oligo6272	3.9157899675464094	0	1	1	1	1	1	0.2764199999999999	0.16468999999999998
Oligo11405	1.4128869633660393	1	1	1	1	1	1	0.16693000000000022	0.16435000000000005
Oligo7019	3.8725307675132674	1	1	1	1	1	1	0.2579899999999992	0.24389999999999998
Oligo22013	2.228248406353887	0	1	1	0	1	1	0.1111900000000002	0.02368
Oligo16123	5.603160798013591	0	1	1	0	1	1	0.24990000000000082	0.0
Oligo32301	3.0356010264940942	0	1	1	0	0	1	0.16383000000000017	0.0
Oligo11338	1.8544520327371645	1	1	1	1	1	1	0.21986000000000064	0.11814999999999995
Oligo27402	3.961087967232133	1	1	1	1	1	1	0.18322000000000008	0.07499000000000001
Oligo44339	2.8168286344457116	1	1	1	1	1	1	0.25328999999999924	0.25527
Oligo33185	2.344630490842325	1	1	1	1	1	1	0.29813999999999913	0.08227000000000002
Oligo7055	4.224728182208863	1	1	1	1	1	1	0.36544000000000076	0.23457999999999998
Oligo76417	4.343535687823794	0	0	0	0	0	1	0.27995999999999993	0.1163
Oligo18023	1.6369743440241278	0	1	1	0	0	0	0.5619099999999998	0.3490800000000004
Oligo73186	4.996391697175405	0	0	1	0	0	1	0.29215000000000035	0.20512
Oligo21299	3.8927556363655875	1	1	1	1	1	1	0.17758000000000018	0.0
Oligo27258	2.27781158550423	0	1	1	0	0	1	0.26660000000000017	0.12639
Oligo49229	2.6223646043787268	0	0	1	0	0	0	0.28027999999999975	0.29999
Oligo81037	1.9298383363987381	1	1	1	1	1	1	0.18949000000000069	0.11087999999999996
Oligo75209	3.6199942027238006	0	1	1	0	0	1	0.15558000000000013	0.23529
Oligo15116	4.24455702816728	1	1	1	1	1	1	0.21895999999999993	0.06522
Oligo8339	8.174012341265541	0	0	0	0	0	1	0.21056000000000008	0.0
Oligo1074	1.9405602325230504	1	1	1	1	1	1	0.35608999999999913	0.15636000000000003
Oligo8419	1.9040817236875613	0	1	1	0	0	1	0.14830000000000018	0.05373999999999998
Oligo77323	3.9413059846276353	1	1	1	1	1	1	0.2329399999999996	0.07692
Oligo15288	3.901521542555942	1	1	1	1	1	1	0.2572900000000008	0.11765
Oligo28319	6.043241528574739	0	1	1	0	0	0	0.4337699999999989	0.0
Oligo43231	3.8634118385401797	0	1	1	0	1	1	0.29036999999999924	0.2683
Oligo33157	2.8935041158058006	0	1	1	0	0	1	0.231089999999999	0.16341
Oligo18071	1.4763123820642845	0	0	1	0	0	1	0.26461000000000023	0.06137000000000002
Oligo78062	3.9700621125712807	0	1	1	1	1	1	0.24830000000000058	0.16982
Oligo76088	2.6289049952428165	0	0	0	0	0	1	0.2641799999999994	0.14958000000000007
Oligo901	3.4524322688640225	1	1	1	1	1	1	0.27163000000000037	0.15315999999999996
Oligo12056	2.101744146624653	1	1	1	1	1	1	0.21923999999999935	0.07833999999999999
Oligo24254	1.4445613147561396	0	1	1	0	1	1	0.14461999999999978	0.20262999999999998
Oligo23429	3.93508066374855	0	1	1	0	1	0	0.3727699999999989	0.375
Oligo29121	4.16259155986865	0	1	1	0	0	1	0.15132999999999985	0.0
Oligo32100	2.2703120994436925	1	1	1	1	1	1	0.4054100000000005	0.40982000000000024
Oligo5096	4.9037605248220055	0	1	1	0	1	1	0.2907400000000001	0.15384
